text,expected,predicted,confidence,top1_similarity,auto_handle,reasons,reply
@AppleSupport i recently switched from 3 mobile to EE and redeemed the 6 months free Apple Music but I got charged £9.99 today.,billing_payment,billing_payment,0.5850998578483593,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@115858 when you fixing this shit? I️ I️ I️ I️ I️ I️ I️ I️ I️ shit. I️ want to type correctly again. Paid too much money for this phone.,app_software_issue,app_software_issue,0.26906239898581213,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport Thanks @115858. I ended up restarting in safe mode, downloading the installer, and retrying the installation. It worked!",app_software_issue,app_software_issue,0.3238511790254223,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@115948 @AppleSupport hey guys, we've applied to Apple Music Connect but haven't heard back - what is your turnaround time? Cheers",subscription_service,subscription_service,0.600728827902993,1.0,True,,"Thanks for reaching out. Based on similar support cases, the relevant next step was: @471778 Let's get you in contact with our Connect help desk. More information can be found here: https://t.co/myULYUfP1j"
@AppleSupport Can I choose two languages ​​on the keyboard when I buy MacBook from (Apple Store) ? https://t.co/kmo2K86I1n,device_hardware,device_hardware,0.3010926399849555,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@115858 my 7+ is running fucking awful. Please stop wrecking old phones. At least with loyal customers. Cause this honestly makes me mad,app_software_issue,app_software_issue,0.27095802002354413,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@115858 #iphonelatestupdate now videos won’t flip into large scale when you turn phone sideways! Every update breaks something!,app_software_issue,app_software_issue,0.35557086963716733,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport my phone has been stuck updating to ios 11.0.2 for over four hours now and a hard reset does nothing but start it over again,app_software_issue,app_software_issue,0.303692714768561,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport No, these are all the options in the general spot. Siri settings also do not appear in search. https://t.co/MPmatsc320",app_software_issue,app_software_issue,0.2810190602779167,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
my phone started acting weird closing apps on its own after i updated my software i see u @115858 you tricky ass scammer,app_software_issue,app_software_issue,0.29368593310305385,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@applesupport trying to re-add ringtones to my iPhone w. iTunes 12.7. dragging files to device doesn't work. ""Manually manage"" is selected",app_software_issue,device_hardware,0.25449936972167686,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport I did the update last night and now emojis are displaying as question marks in boxes? Is this a known issue?,app_software_issue,app_software_issue,0.323239609661322,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport Hi! I'm having trouble with installing iOS 11 on my iPhone 6 I have downloaded it but I'm unable to install it.,app_software_issue,app_software_issue,0.2928324117380917,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"From my photos on my iPhone, if I try to share a photo on Twitter, there is no option to add a photo alt description. @115858",app_software_issue,app_software_issue,0.27487380979783316,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"Hello @AppleSupport, after installing the latest security update the icons of my apps disappeared… https://t.co/Hg44eHDKOf",app_software_issue,app_software_issue,0.30242508540944174,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
Since I’ve updated my iPhone the brightness of my screen just changes when it feels like it?! #ios11update @115858 @AppleSupport ???,app_software_issue,app_software_issue,0.346897046379757,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"I️ am a fan of @115858 products, but this I️ problem really makes me question their previous undying commitment to quality. @AppleSupport",app_software_issue,app_software_issue,0.2876951420045832,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@167832 @AppleSupport Same issue here. It’s been a pain to connect to my home WiFi after the update... any update on this ?,app_software_issue,app_software_issue,0.36070199349062787,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@115858 i have a query. Pls confirm if face time is blocked at hardware level in UAE . I am planning to buy 1 from der.,device_hardware,device_hardware,0.367670643879383,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport @115858 What is with the letter A and the question mark in literally every message on everyone’s iPhone MAKE IT STOP,app_software_issue,app_software_issue,0.34050006653521003,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport I am trying to purchase something on the app store but i kept receiving notifications saying my purchase is declined ?,billing_payment,app_software_issue,0.2444783661180787,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport How can I prevent my iPhone7 from dying during cold weather runs?!!Was at 92% battery level.After a half hour at 35 degrees!,device_hardware,device_hardware,0.2421429100184297,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
Why is my phone always getting stuck on dock connector when its not even connected @115858 @AppleSupport https://t.co/wnwjb5tjJF,device_hardware,device_hardware,0.2182917627068998,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@186987 @AppleSupport Just searched ios11 on twitter and there’s hundreds of threads about this. Clearly you have a problem,app_software_issue,app_software_issue,0.3238115294024205,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport My external hard drive. And it still works on my 2011 MacBook Pro it’s only my new MacBook Air that it doesn’t work on,device_hardware,device_hardware,0.4706202346464189,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport @115858 I charge my cell up to 99% by 7 am and by 1 pm the battery left is only 25% ..with a moderate use..Extremely pathetic,device_hardware,device_hardware,0.4051768686437375,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport Hi, will Malaysia’s authorised service providers accept iPhone purchases from Hong Kong for any warranty claims?",device_hardware,device_hardware,0.392837408835464,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
#ios11bugs @AppleSupport volume buttons intermittently stop working with earphones plugged in when the phone is locked. Its annoying,device_hardware,device_hardware,0.32809130616326043,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
Hey @115858 why the fuck can’t I just make my phone stay on low power mode all the time. I don’t want it to stop at 80 percent guys,app_software_issue,app_software_issue,0.3019230539471277,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport hi my daughter has an iPhone 7 under a year old and her headphones aren’t working do you cover these under warranty?,device_hardware,device_hardware,0.3424127047348287,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
Thank you for killing my battery life @AppleSupport . I should have never upgraded to iOS11 Do you test anything before it’s released?,device_hardware,device_hardware,0.278727029035755,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
Got my 2nd #AppleWatch in a week due to previous @118101 cellular plan issues. Problem now resolved but signal abysmal. #useless @115858,subscription_service,subscription_service,0.5857286039997032,0.9999999999999999,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@116333 @116333 @AppleSupport I❤️apple products,I use iPhone,my concern is the battery,it lasts less than 2 hours when fully charged🤦🏾‍♀️",device_hardware,device_hardware,0.35284307943902654,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"Dude, honestly @115858 products suck so bad. My fucking SE just went from a 27% battery to a 9% under five minutes, while freezing up.",device_hardware,app_software_issue,0.2741153894183524,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
is my iPhone the only one that shows some weird emoji / symbol every time the letter “I️” is typed? please help 😅 @115858,app_software_issue,device_hardware,0.28119576008845415,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport I managed to get around a grey screen of death by removing EVERYTHING except a keyboard from USB. What a pain.,device_hardware,device_hardware,0.29107750071461896,0.9999999999999999,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport As well as logging me out of all my internet accounts and iCloud. It also removed all my saved passwords and safari extensions.,account_login_access,app_software_issue,0.31871167291423586,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport Hello again, this screen froze over the video playing underneath. This happens sometimes, do you know what it’s about https://t.co/HircLHHwik",app_software_issue,app_software_issue,0.32308250479171524,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport ios11 update— don’t know how WiFi &amp; Bluetooth just randomly turn on after I’ve turned them off. It should go back on wen I say,app_software_issue,app_software_issue,0.3089581426075346,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@115858 what is wrong with this software showing this all the time. This continues to keep coming up and I’m not the only one. https://t.co/8kwpVv3F9V,app_software_issue,app_software_issue,0.3082383558572627,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport iOS 11.1.2 on iPad Pro. I’m using different apps. I think one was Procreate, another was Final Fantasy Record Keeper (I think), can’t remember the other one. It happens from time to time but today it happened thrice in such a short period of time.",app_software_issue,app_software_issue,0.2946963452660154,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@115858 Apple I️ think you got a glitch in the 11.1 software. When typing capital I️ question mark keeps popping up. See photo for screenshot https://t.co/ii5ZJJML64,app_software_issue,app_software_issue,0.3023847791943491,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@18413 @115858 @AppleSupport je comprend rien tout a été supprimé et il s’allume plus super askip c’est le disque dur qui a un défaut de base,device_hardware,device_hardware,0.3164486482774239,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport guys am getting the attached error when trying to add card to apple pay. Help would be appreciated! I am in Dubai https://t.co/4cHOjmo8A4,billing_payment,billing_payment,0.5779552521056597,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport There is clear, definite battery drain w/ iOS 11.0.2. 8:00 am @ 100%. Haven’t used iPhone 6s much but now @ 11:19 am it’s 67%.",device_hardware,device_hardware,0.3371219723310092,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"What exactly is wrong with @115858. Their software has been uncharacteristically buggy of late. Mac OS High Sierra is the worst, my MacBook now has a mind of its own, what the aim?",app_software_issue,app_software_issue,0.3862777673043949,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@115858 store in Westfield Stratford! I send you my laptop for you to fix. I get my laptop back. After 3 days, we are right back to where we started. Laptop is broke again! What is this? How much money are you making to not fix your own equipment properly.",device_hardware,device_hardware,0.2915900533422943,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport Can’t get to the force quit menu, can’t switch apps, can’t get to the login screen. The only recourse is to hold power button down.",app_software_issue,app_software_issue,0.28628037766058445,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
Why is it my Cloud Account has deleted items I had Not Moved into the Trash? Policy Violations by Illegitimate Assumed Power...@115858 @AppleSupport @2912 @136082 @136083 @4831 @120330 @136084 @131187 @119737 https://t.co/8OT2GR4Z46,account_login_access,account_login_access,0.5450682837287116,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
Frage an die #Apple Fraktion: Kann ein in der Schweiz gekauftes MacBook einfach auf eine DE-Tastatur umgerüstet werden? Preis? @AppleSupport,device_hardware,device_hardware,0.3329466257754421,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"yo! the new OS is cool &amp; all, but ever since the update my iphone6s+ keeps randomly freezing, then i have to reset to restart @AppleSupport",app_software_issue,app_software_issue,0.37019089667448773,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport I'm considering upgrading to a 64GB iPhone X, but my current iPhone 7 (128GB) is using 92GB (mostly photos). I have Optimized Storage enabled. Will the backup restoration smartly trim photos in order to meet the new size requirements? Or will it naively error out?",app_software_issue,subscription_service,0.26416857600181093,0.9999999999999998,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport why can’t I see notifications in my lock screen? Eg a text comes up as ‘text notification’ can’t see who it’s from and it’s starting to seriously annoy me 😟,app_software_issue,app_software_issue,0.3531190854256247,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport Responded in DM. Expecting quick response &amp; resolution to my queries. It's not even 1 year to iPhone6S &amp; doesn't work with so many problems.,device_hardware,device_hardware,0.34435962405764814,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport i transfered from an 5s to a 7+ &amp; tried 2 transfer my apple ID to my new phone &amp; it asks for a verification code for old #,account_login_access,account_login_access,0.6558381879876364,1.0,False,sensitive,Thanks for reaching out. This appears to involve sensitive or account-specific information. I’m routing this to a support specialist rather than guessing.
"@AppleSupport All settings are as shown in the document, but some Podcast-episodes won’t sync and need to be downloaded on the device after syncing",app_software_issue,app_software_issue,0.24882056557562865,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
I️ I️ I️ I️ I️ yeah thanks @115858 thanks great update I️ I’d like to say I️ love the update but can’t use the letter eye anymore with I️ ??,app_software_issue,app_software_issue,0.37962267526522553,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
Interesting how I recently updated my phone and now my touch ID rarely works @115858 I'm not buying the fucking iPhone 8 your plan won't work,general_support,general_support,0.22831938323347312,0.9999999999999999,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport okay i have a new problem, i updated lastnight to the recent update and now my apps wont update/ it takes 800yrs; what gives?",app_software_issue,app_software_issue,0.30093452529185416,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport Come on@Apple trying to get on IPhone upgrade programme. Getting the same message for three hours now. Not taking reservations,subscription_service,subscription_service,0.5676069560940338,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport I have a WiFi connection, but to the right of the indicator, top left of screen, there is the “spinning wheel” draining my battery.",app_software_issue,app_software_issue,0.3482507357272536,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@21690 @AppleSupport @115858 arkadaşımın telefonu 60 gündür ortada yok! Özet görselde. Sen hayırdır? Bu nasıl bir hizmet anlayışı? https://t.co/RbaXRgYtuu,device_hardware,general_support,0.42286546028774136,0.9999999999999999,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport Just updated my MacBook to the recent version of High Sierra and this what I'm presented with when I look at launchpad, anyway to fix this? https://t.co/UIvEgNmqFQ",app_software_issue,app_software_issue,0.30421931589225365,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
As soon as I updated my phone my phone began to crash and stopped charging. @115858 you guys are scammers. Nothing was wrong woth my iPhone 6 every time I update yall do this.,device_hardware,device_hardware,0.2972646796790496,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport Tried restarting &amp; updating Instagram, still doesn’t show in notifications settings &amp; I don’t get any notifications ☹️",app_software_issue,app_software_issue,0.2753677903486572,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport If this is my biggest problem with @115858 I’m in good hands lol. Thanks for quick reply. I’ll update status after update installs.,general_support,general_support,0.312144580474627,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@AppleSupport so i pay for songs &amp; download them on my phone via itunes &amp; yet i can't download them onto my computer without rebuying? WHY,billing_payment,billing_payment,0.5910612750099248,0.9999999999999999,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport Yeah it says added, but then when i search my music, it isn’t there. Noticed this is just on my iPhone. Everything’s updated.",app_software_issue,app_software_issue,0.26763863875667077,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"Hey @115858 worst iOS ever. And with each update it gets worse. Duplicate texts. Screen goes semi dark and freezes, notifications don’t work.",app_software_issue,app_software_issue,0.33355588582127416,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"Yo @118721 @116333 @115858 I’m not sure who’s responsible for this, but I just signed up to your 3month FREE iTunes music trial. Please explain my $1 deduction. https://t.co/6Ad2sRajqD",billing_payment,billing_payment,0.5895156727125241,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport my iphone 7 is freezing when I open facetime, won’t let me swipe up to close apps, and wont let me facetime anyone thru a contact",app_software_issue,app_software_issue,0.3522068737061744,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport Everything on my screen freezes for about half a second when I get a temporary banner notification, including the keyboard (when I’m typing). I currently have iOS 11.1.2, so I believe that’s up to date.",app_software_issue,device_hardware,0.30179080103606537,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
@118845 is this suppose to happen when my wireless headphones sit in the ice rink locker room and get a little cold? #help https://t.co/THHggKBSbU,device_hardware,device_hardware,0.3288588519479108,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
Why won’t the newest Mac update install into my Mac? I’m able to download it into my computer but after that it just won’t install. 🙄 @115858,app_software_issue,app_software_issue,0.34312542153596465,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
"@AppleSupport Just with Safari’s quick search bar at the top, usually loads up google when you put in something you want to search for. Not doing it now",app_software_issue,app_software_issue,0.3326863610958519,0.9999999999999999,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
And a forced security update just nuked my personal laptop. Thanks @AppleSupport. Next time... maybe ask if I want to update so I can at least back everything up? Actually no... there won't be a next time.,device_hardware,app_software_issue,0.2851758240289539,1.0,False,low_intent_confidence,Thanks for reaching out. I’m not confident I understood the issue. I’m routing this to a support specialist rather than guessing.
